0, 0
22, 1.16639
44, 1.89499
66, 1.91233
88, 1.2119
110, 0.0565977
132, -1.11995
154, -1.87614
176, -1.92814
198, -1.25644
220, -0.11315
242, 1.07261
264, 1.85578
286, 1.9424
308, 1.29997
330, 0.169612
352, -1.02441
374, -1.83393
396, -1.95511
418, -1.34246
440, -0.225938
462, 0.97539
484, 1.81062
506, 1.96625
528, 1.38388
550, 0.282083
572, -0.925589
594, -1.78585
616, -1.97582
638, -1.42418
660, -0.338002
682, 0.875046
704, 1.75966
726, 1.9838
748, 1.46335
770, 0.39365
792, -0.823802
814, -1.73205
836, -1.9902
858, -1.50134
880, -0.448983
902, 0.771899
924, 1.70306
946, 1.995
968, 1.53814
990, 0.503956
1012, -0.719377
1034, -1.6727
1056, -1.9982
1078, -1.5737
1100, -0.558526
1122, 0.66628
1144, 1.64101
1166, 1.9998
1188, 1.60799
1210, 0.612648
1232, -0.612648
1254, -1.60799
1276, -1.9998
1298, -1.64101
1320, -0.66628
1342, 0.558526
1364, 1.5737
1386, 1.9982
1408, 1.6727
1430, 0.719377
1452, -0.503956
1474, -1.53814
1496, -1.995
1518, -1.70306
1540, -0.771899
1562, 0.448983
1584, 1.50134
1606, 1.9902
1628, 1.73205
1650, 0.823802
1672, -0.39365
1694, -1.46335
1716, -1.9838
1738, -1.75966
1760, -0.875046
1782, 0.338002
1804, 1.42418
1826, 1.97582
1848, 1.78585
1870, 0.925589
1892, -0.282083
1914, -1.38388
1936, -1.96625
1958, -1.81062
1980, -0.97539
2002, 0.225938
2024, 1.34246
2046, 1.95511
2068, 1.83393
2090, 1.02441
2112, -0.169612
2134, -1.29997
2156, -1.9424
2178, -1.85578
2200, -1.07261
2222, 0.11315
2244, 1.25644
2266, 1.92814
2288, 1.87614
2310, 1.11995
2332, -0.0565977
2354, -1.2119
2376, -1.91233
2398, -1.89499
2420, -1.16639
2442, 8.82241e-15
2464, 1.16639
2486, 1.89499
2508, 1.91233
2530, 1.2119
2552, 0.0565977
2574, -1.11995
2596, -1.87614
2618, -1.92814
2640, -1.25644
2662, -0.11315
2684, 1.07261
2706, 1.85578
2728, 1.9424
2750, 1.29997
2772, 0.169612
2794, -1.02441
2816, -1.83393
2838, -1.95511
2860, -1.34246
2882, -0.225938
2904, 0.97539
2926, 1.81062
2948, 1.96625
2970, 1.38388
2992, 0.282083
3014, -0.925589
3036, -1.78585
3058, -1.97582
3080, -1.42418
3102, -0.338002
3124, 0.875046
3146, 1.75966
3168, 1.9838
3190, 1.46335
3212, 0.39365
3234, -0.823802
3256, -1.73205
3278, -1.9902
3300, -1.50134
3322, -0.448983
3344, 0.771899
3366, 1.70306
3388, 1.995
3410, 1.53814
3432, 0.503956
3454, -0.719377
3476, -1.6727
3498, -1.9982
3520, -1.5737
3542, -0.558526
3564, 0.66628
3586, 1.64101
3608, 1.9998
3630, 1.60799
3652, 0.612648
3674, -0.612648
3696, -1.60799
3718, -1.9998
3740, -1.64101
3762, -0.66628
3784, 0.558526
3806, 1.5737
3828, 1.9982
3850, 1.6727
3872, 0.719377
3894, -0.503956
3916, -1.53814
3938, -1.995
3960, -1.70306
3982, -0.771899
4004, 0.448983
4026, 1.50134
4048, 1.9902
4070, 1.73205
4092, 0.823802
4114, -0.39365
4136, -1.46335
4158, -1.9838
4180, -1.75966
4202, -0.875046
4224, 0.338002
4246, 1.42418
4268, 1.97582
4290, 1.78585
4312, 0.925589
4334, -0.282083
4356, -1.38388
4378, -1.96625
4400, -1.81062
4422, -0.97539
4444, 0.225938
4466, 1.34246
4488, 1.95511
4510, 1.83393
4532, 1.02441
4554, -0.169612
4576, -1.29997
4598, -1.9424
4620, -1.85578
4642, -1.07261
4664, 0.11315
4686, 1.25644
4708, 1.92814
4730, 1.87614
4752, 1.11995
4774, -0.0565977
4796, -1.2119
4818, -1.91233
4840, -1.89499
4862, -1.16639
4884, 1.76448e-14
4906, 1.16639
4928, 1.89499
4950, 1.91233
4972, 1.2119
4994, 0.0565977
5016, -1.11995
5038, -1.87614
5060, -1.92814
5082, -1.25644
5104, -0.11315
5126, 1.07261
5148, 1.85578
5170, 1.9424
5192, 1.29997
5214, 0.169612
5236, -1.02441
5258, -1.83393
5280, -1.95511
5302, -1.34246
5324, -0.225938
5346, 0.97539
5368, 1.81062
5390, 1.96625
5412, 1.38388
5434, 0.282083
5456, -0.925589
5478, -1.78585
5500, -1.97582
5522, -1.42418
5544, -0.338002
5566, 0.875046
5588, 1.75966
5610, 1.9838
5632, 1.46335
5654, 0.39365
5676, -0.823802
5698, -1.73205
5720, -1.9902
5742, -1.50134
5764, -0.448983
5786, 0.771899
5808, 1.70306
5830, 1.995
5852, 1.53814
5874, 0.503956
5896, -0.719377
5918, -1.6727
5940, -1.9982
5962, -1.5737
5984, -0.558526
6006, 0.66628
6028, 1.64101
6050, 1.9998
6072, 1.60799
6094, 0.612648
6116, -0.612648
6138, -1.60799
6160, -1.9998
6182, -1.64101
6204, -0.66628
6226, 0.558526
6248, 1.5737
6270, 1.9982
6292, 1.6727
6314, 0.719377
6336, -0.503956
6358, -1.53814
6380, -1.995
6402, -1.70306
6424, -0.771899
6446, 0.448983
6468, 1.50134
6490, 1.9902
6512, 1.73205
6534, 0.823802
6556, -0.39365
6578, -1.46335
6600, -1.9838
6622, -1.75966
6644, -0.875046
6666, 0.338002
6688, 1.42418
6710, 1.97582
6732, 1.78585
6754, 0.925589
6776, -0.282083
6798, -1.38388
6820, -1.96625
6842, -1.81062
6864, -0.97539
6886, 0.225938
6908, 1.34246
6930, 1.95511
6952, 1.83393
6974, 1.02441
6996, -0.169612
7018, -1.29997
7040, -1.9424
7062, -1.85578
7084, -1.07261
7106, 0.11315
7128, 1.25644
7150, 1.92814
7172, 1.87614
7194, 1.11995
7216, -0.0565977
7238, -1.2119
7260, -1.91233
7282, -1.89499
7304, -1.16639
7326, -1.95448e-15
7348, 1.16639
7370, 1.89499
7392, 1.91233
7414, 1.2119
7436, 0.0565977
7458, -1.11995
7480, -1.87614
7502, -1.92814
7524, -1.25644
7546, -0.11315
7568, 1.07261
7590, 1.85578
7612, 1.9424
7634, 1.29997
7656, 0.169612
7678, -1.02441
7700, -1.83393
7722, -1.95511
7744, -1.34246
7766, -0.225938
7788, 0.97539
7810, 1.81062
7832, 1.96625
7854, 1.38388
7876, 0.282083
7898, -0.925589
7920, -1.78585
